"Source","Target","Group","Weight","Weight_2018","Weight_2019","Weight_2020","Weight_2021","Weight_2022","Weight_2023","Weight_2024","From","To"
61,180,"Faculty-Collaborator",1,1,1,1,1,1,1,1,61,180
61,206,"Faculty-Collaborator",1,0,0,0,1,1,1,1,61,206
61,209,"Faculty-Doctoral Fellow",1,0,0,0,1,1,1,1,61,209
61,215,"Faculty-Collaborator",1,1,1,1,1,1,1,1,61,215
61,228,"Faculty-Affiliate Student",1,1,1,1,1,1,1,1,61,228
62,150,"Faculty-Collaborator",2,0,0,0,0,0,1,2,62,150
62,158,"Faculty-Faculty",2,0,0,0,0,0,1,2,62,158
62,159,"Faculty-Doctoral Fellow",1,0,0,0,0,0,1,1,62,159
63,79,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,63,79
63,133,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,63,133
63,141,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,63,141
63,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,63,155
63,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,63,214
63,222,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,63,222
64,93,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1,64,93
64,119,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,64,119
64,138,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,64,138
64,139,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,64,139
64,146,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,64,146
64,152,"Faculty-Collaborator",1,0,1,1,1,1,1,1,64,152
64,201,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,64,201
64,228,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1,64,228
65,155,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,65,155
65,193,"Faculty-Collaborator",1,0,0,0,1,1,1,1,65,193
66,82,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,66,82
66,198,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,66,198
67,163,"Faculty-Collaborator",2,1,1,1,2,2,2,2,67,163
67,220,"Doctoral Fellow-Collaborator",2,1,1,1,2,2,2,2,67,220
68,135,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,68,135
68,147,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,68,147
68,203,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,68,203
68,232,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,68,232
69,72,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,69,72
69,99,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,69,99
69,100,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,69,100
69,111,"Faculty-Collaborator",1,0,0,0,1,1,1,1,69,111
69,128,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,69,128
69,162,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,69,162
71,80,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,71,80
71,93,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,71,93
71,205,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,71,205
71,217,"Collaborator-Collaborator",2,0,0,0,1,1,2,2,71,217
72,99,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,72,99
72,100,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,72,100
72,111,"Faculty-Collaborator",1,0,0,0,1,1,1,1,72,111
72,128,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,72,128
72,162,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,72,162
74,95,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,74,95
74,148,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,74,148
74,160,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,74,160
74,177,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,74,177
74,216,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,74,216
74,227,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,74,227
75,127,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,75,127
76,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,76,155
76,193,"Faculty-Collaborator",1,0,0,0,0,0,1,1,76,193
76,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,76,214
77,93,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,77,93
77,152,"Faculty-Collaborator",1,0,0,0,0,0,1,1,77,152
78,143,"Faculty-Collaborator",1,0,0,1,1,1,1,1,78,143
79,133,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,79,133
79,141,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,79,141
79,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,79,155
79,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,79,214
79,222,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,79,222
80,182,"Faculty-Doctoral Fellow",1,0,0,0,0,0,1,1,80,182
80,205,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,80,205
80,217,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,80,217
81,111,"Faculty-Collaborator",1,0,1,1,1,1,1,1,81,111
81,128,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1,81,128
81,221,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,81,221
82,198,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,82,198
83,96,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,83,96
83,171,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,83,171
84,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,84,214
85,192,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,85,192
86,125,"Faculty-Collaborator",2,0,0,0,2,2,2,2,86,125
86,142,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,86,142
86,154,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,86,154
86,206,"Collaborator-Collaborator",2,0,0,0,2,2,2,2,86,206
86,209,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,86,209
86,228,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1,86,228
87,164,"Faculty-Collaborator",1,0,0,0,0,1,1,1,87,164
87,227,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,87,227
88,110,"Faculty-Affiliate Student",1,0,0,1,1,1,1,1,88,110
88,127,"Faculty-Doctoral Fellow",2,0,0,0,0,1,2,2,88,127
88,178,"Faculty-Collaborator",2,0,0,0,0,1,2,2,88,178
88,196,"Faculty-Collaborator",1,0,0,0,0,0,1,1,88,196
88,205,"Faculty-Collaborator",1,0,0,1,1,1,1,1,88,205
89,106,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,89,106
89,109,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,89,109
89,117,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,89,117
89,123,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,89,123
89,165,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,89,165
89,197,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,89,197
89,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,89,214
90,127,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,90,127
90,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,90,155
90,193,"Faculty-Collaborator",1,0,0,0,0,1,1,1,90,193
90,202,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,90,202
91,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,91,128
91,170,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,91,170
91,186,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,91,186
91,210,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,91,210
91,229,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,91,229
92,101,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,92,101
92,111,"Faculty-Collaborator",1,0,0,0,0,0,0,1,92,111
92,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,92,128
93,119,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1,93,119
93,138,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1,93,138
93,139,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1,93,139
93,146,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1,93,146
93,152,"Faculty-Doctoral Fellow",2,0,1,1,1,1,2,2,93,152
93,201,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1,93,201
93,214,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1,93,214
93,217,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,93,217
93,228,"Doctoral Fellow-Affiliate Student",1,0,1,1,1,1,1,1,93,228
94,193,"Faculty-Collaborator",1,0,0,0,0,0,1,1,94,193
94,202,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,94,202
95,148,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,95,148
95,160,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,95,160
95,177,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,95,177
95,216,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,95,216
95,227,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,95,227
96,167,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,96,167
96,171,"Doctoral Fellow-Collaborator",2,0,0,1,1,2,2,2,96,171
96,199,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,96,199
97,107,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,97,107
97,124,"Faculty-Collaborator",1,0,0,0,0,1,1,1,97,124
98,161,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,98,161
98,174,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,98,174
98,191,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,98,191
98,232,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,98,232
99,100,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,99,100
99,111,"Faculty-Collaborator",1,0,0,0,1,1,1,1,99,111
99,128,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,99,128
99,162,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,99,162
100,111,"Faculty-Collaborator",1,0,0,0,1,1,1,1,100,111
100,128,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,100,128
100,162,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,100,162
101,111,"Faculty-Collaborator",1,0,0,0,0,0,0,1,101,111
101,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,101,128
102,120,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,102,120
102,163,"Faculty-Collaborator",1,0,0,0,0,0,0,1,102,163
102,200,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,102,200
102,213,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,102,213
103,136,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,136
103,157,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,157
103,163,"Faculty-Collaborator",1,0,0,1,1,1,1,1,103,163
103,181,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,181
103,183,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,183
103,219,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,219
103,226,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,226
103,231,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,231
103,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,233
103,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,103,234
104,112,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,104,112
104,160,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,104,160
104,224,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,104,224
104,227,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,104,227
105,151,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,105,151
105,227,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,105,227
105,235,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,105,235
106,109,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,106,109
106,117,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,106,117
106,123,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,106,123
106,165,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,106,165
106,197,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,106,197
106,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,106,214
107,124,"Faculty-Collaborator",1,0,0,0,0,1,1,1,107,124
108,125,"Faculty-Collaborator",1,0,0,0,1,1,1,1,108,125
108,154,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,108,154
108,206,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,108,206
108,209,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,108,209
108,228,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1,108,228
109,117,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,109,117
109,123,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,109,123
109,126,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,109,126
109,132,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,109,132
109,140,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,109,140
109,144,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,109,144
109,165,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,109,165
109,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,109,194
109,197,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,109,197
109,214,"Doctoral Fellow-Collaborator",2,0,0,1,1,2,2,2,109,214
110,205,"Affiliate Student-Collaborator",1,0,0,1,1,1,1,1,110,205
111,128,"Faculty-Doctoral Fellow",4,0,1,1,3,3,3,4,111,128
111,162,"Faculty-Collaborator",1,0,0,0,1,1,1,1,111,162
111,221,"Faculty-Collaborator",1,0,1,1,1,1,1,1,111,221
112,160,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,112,160
112,224,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,112,224
112,227,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,112,227
113,211,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,113,211
113,236,"Collaborator-Collaborator",1,1,1,1,1,1,1,1,113,236
114,118,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,114,118
114,163,"Faculty-Collaborator",1,0,0,0,0,1,1,1,114,163
115,187,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,115,187
115,230,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,115,230
116,163,"Faculty-Collaborator",1,0,0,0,0,0,1,1,116,163
116,169,"Collaborator-Collaborator",1,0,0,0,0,0,1,1,116,169
117,123,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,117,123
117,165,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,117,165
117,197,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,117,197
117,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,117,214
118,163,"Faculty-Collaborator",1,0,0,0,0,1,1,1,118,163
119,138,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,119,138
119,139,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,119,139
119,146,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,119,146
119,152,"Faculty-Collaborator",1,0,1,1,1,1,1,1,119,152
119,201,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,119,201
119,228,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1,119,228
120,163,"Faculty-Collaborator",2,0,1,1,1,1,1,2,120,163
120,200,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,120,200
120,213,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,120,213
120,237,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,120,237
121,137,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,121,137
121,158,"Faculty-Collaborator",1,0,0,0,0,1,1,1,121,158
123,165,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,123,165
123,197,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,123,197
123,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,123,214
125,142,"Faculty-Collaborator",1,0,0,0,1,1,1,1,125,142
125,154,"Faculty-Collaborator",2,0,0,0,2,2,2,2,125,154
125,179,"Faculty-Faculty",1,0,0,0,1,1,1,1,125,179
125,180,"Faculty-Collaborator",1,1,1,1,1,1,1,1,125,180
125,206,"Faculty-Collaborator",3,0,0,0,3,3,3,3,125,206
125,209,"Faculty-Doctoral Fellow",2,0,0,0,2,2,2,2,125,209
125,215,"Faculty-Collaborator",1,1,1,1,1,1,1,1,125,215
125,227,"Faculty-Doctoral Fellow",1,0,0,0,1,1,1,1,125,227
125,228,"Faculty-Affiliate Student",4,1,1,1,4,4,4,4,125,228
126,132,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,126,132
126,140,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,126,140
126,144,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,126,144
126,153,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,126,153
126,166,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,126,166
126,194,"Collaborator-Collaborator",3,0,0,3,3,3,3,3,126,194
126,214,"Doctoral Fellow-Collaborator",3,0,0,3,3,3,3,3,126,214
126,223,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,126,223
127,155,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1,127,155
127,178,"Doctoral Fellow-Collaborator",2,0,0,0,0,1,2,2,127,178
127,193,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1,127,193
127,202,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1,127,202
128,162,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,128,162
128,170,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,128,170
128,186,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,128,186
128,210,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,128,210
128,221,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1,128,221
128,229,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,128,229
129,131,"Affiliate Student-Collaborator",2,0,0,0,1,1,2,2,129,131
129,163,"Faculty-Collaborator",2,0,0,0,1,1,2,2,129,163
129,185,"Collaborator-Collaborator",2,0,0,0,1,1,2,2,129,185
130,188,"Faculty-Collaborator",1,0,0,0,1,1,1,1,130,188
131,163,"Faculty-Affiliate Student",2,0,0,0,1,1,2,2,131,163
131,185,"Affiliate Student-Collaborator",2,0,0,0,1,1,2,2,131,185
132,140,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,132,140
132,144,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,132,144
132,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,132,194
132,214,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,132,214
133,141,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,133,141
133,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,133,155
133,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,133,214
133,222,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,133,222
134,145,"Faculty-Collaborator",1,0,0,0,0,1,1,1,134,145
134,184,"Faculty-Collaborator",2,0,0,1,1,2,2,2,134,184
134,204,"Faculty-Collaborator",2,0,1,2,2,2,2,2,134,204
134,214,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1,134,214
135,147,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,135,147
135,203,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,135,203
135,232,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,135,232
136,157,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,136,157
136,163,"Faculty-Collaborator",1,0,0,1,1,1,1,1,136,163
136,181,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,136,181
136,183,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,136,183
136,219,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,136,219
136,226,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,136,226
136,231,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,136,231
136,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,136,233
136,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,136,234
137,158,"Faculty-Collaborator",1,0,0,0,0,1,1,1,137,158
138,139,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,138,139
138,146,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,138,146
138,152,"Faculty-Collaborator",1,0,1,1,1,1,1,1,138,152
138,201,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,138,201
138,228,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1,138,228
139,146,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,139,146
139,152,"Faculty-Collaborator",1,0,1,1,1,1,1,1,139,152
139,201,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,139,201
139,228,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1,139,228
140,144,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,140,144
140,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,140,194
140,214,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,140,214
141,155,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,141,155
141,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,141,214
141,222,"Collaborator-Collaborator",1,0,0,0,0,0,0,1,141,222
142,206,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,142,206
142,209,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,142,209
144,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,144,194
144,214,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,144,214
145,184,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,145,184
145,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,145,214
146,152,"Faculty-Collaborator",1,0,1,1,1,1,1,1,146,152
146,201,"Collaborator-Collaborator",1,0,1,1,1,1,1,1,146,201
146,228,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1,146,228
147,203,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,147,203
147,232,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,147,232
148,160,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,148,160
148,177,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,148,177
148,216,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,148,216
148,227,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,148,227
149,193,"Faculty-Collaborator",1,0,0,0,1,1,1,1,149,193
149,214,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,149,214
150,158,"Faculty-Collaborator",2,0,0,0,0,0,1,2,150,158
150,159,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,150,159
151,227,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,151,227
151,235,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,151,235
152,201,"Faculty-Collaborator",1,0,1,1,1,1,1,1,152,201
152,228,"Faculty-Affiliate Student",1,0,1,1,1,1,1,1,152,228
153,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,153,194
153,214,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,153,214
153,223,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,153,223
154,206,"Collaborator-Collaborator",2,0,0,0,2,2,2,2,154,206
154,209,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1,154,209
154,228,"Affiliate Student-Collaborator",2,0,0,0,2,2,2,2,154,228
155,176,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1,155,176
155,193,"Faculty-Doctoral Fellow",5,0,0,0,1,2,5,5,155,193
155,202,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1,155,202
155,214,"Doctoral Fellow-Doctoral Fellow",4,0,0,0,0,0,3,4,155,214
155,222,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1,155,222
156,193,"Faculty-Faculty",1,0,0,1,1,1,1,1,156,193
156,214,"Faculty-Doctoral Fellow",1,0,0,1,1,1,1,1,156,214
157,163,"Faculty-Collaborator",1,0,0,1,1,1,1,1,157,163
157,181,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,157,181
157,183,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,157,183
157,219,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,157,219
157,226,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,157,226
157,231,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,157,231
157,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,157,233
157,234,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,157,234
158,159,"Faculty-Doctoral Fellow",1,0,0,0,0,0,1,1,158,159
160,177,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,160,177
160,216,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,160,216
160,224,"Collaborator-Collaborator",1,0,0,0,1,1,1,1,160,224
160,227,"Doctoral Fellow-Collaborator",2,0,0,0,1,2,2,2,160,227
161,174,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,161,174
161,191,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,161,191
161,232,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,161,232
163,169,"Faculty-Collaborator",1,0,0,0,0,0,1,1,163,169
163,181,"Faculty-Collaborator",1,0,0,1,1,1,1,1,163,181
163,183,"Faculty-Collaborator",1,0,0,1,1,1,1,1,163,183
163,185,"Faculty-Collaborator",2,0,0,0,1,1,2,2,163,185
163,189,"Faculty-Collaborator",1,0,0,0,1,1,1,1,163,189
163,200,"Faculty-Collaborator",1,0,0,0,0,0,0,1,163,200
163,213,"Faculty-Collaborator",1,0,0,0,0,0,0,1,163,213
163,219,"Faculty-Collaborator",1,0,0,1,1,1,1,1,163,219
163,220,"Faculty-Doctoral Fellow",2,1,1,1,2,2,2,2,163,220
163,225,"Faculty-Collaborator",1,0,0,1,1,1,1,1,163,225
163,226,"Faculty-Collaborator",1,0,0,1,1,1,1,1,163,226
163,231,"Faculty-Collaborator",1,0,0,1,1,1,1,1,163,231
163,233,"Faculty-Collaborator",1,0,0,1,1,1,1,1,163,233
163,234,"Faculty-Collaborator",1,0,0,1,1,1,1,1,163,234
163,237,"Faculty-Collaborator",1,0,1,1,1,1,1,1,163,237
164,227,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1,164,227
165,197,"Collaborator-Collaborator",1,0,0,0,0,1,1,1,165,197
165,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1,165,214
166,194,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,166,194
166,214,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1,166,214
167,171,"Collaborator-Collaborator",1,0,0,1,1,1,1,1,167,171
