"Source","Target","From","To","Group","Weight","Weight_2018","Weight_2019","Weight_2020","Weight_2021","Weight_2022","Weight_2023","Weight_2024"
62,143,62,143,"Faculty-Collaborator",1,0,0,0,1,1,1,1
62,159,62,159,"Faculty-Faculty",1,0,0,0,0,1,1,1
62,182,62,182,"Faculty-Collaborator",1,1,1,1,1,1,1,1
62,208,62,208,"Faculty-Collaborator",1,0,0,0,1,1,1,1
62,211,62,211,"Faculty-Doctoral Fellow",1,0,0,0,1,1,1,1
62,217,62,217,"Faculty-Collaborator",1,1,1,1,1,1,1,1
62,230,62,230,"Faculty-Affiliate Student",1,1,1,1,1,1,1,1
63,151,63,151,"Faculty-Collaborator",2,0,0,0,0,0,1,2
63,159,63,159,"Faculty-Faculty",2,0,0,0,0,0,1,2
63,160,63,160,"Faculty-Doctoral Fellow",1,0,0,0,0,0,1,1
64,80,64,80,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
64,134,64,134,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
64,139,64,139,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
64,156,64,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
64,216,64,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
64,224,64,224,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
65,94,65,94,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1
65,120,65,120,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
65,140,65,140,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
65,141,65,141,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
65,147,65,147,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
65,153,65,153,"Faculty-Collaborator",1,0,1,1,1,1,1,1
65,202,65,202,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
65,230,65,230,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1
66,156,66,156,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
66,195,66,195,"Faculty-Collaborator",1,0,0,0,1,1,1,1
67,83,67,83,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
67,200,67,200,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
68,164,68,164,"Faculty-Collaborator",2,1,1,1,2,2,2,2
68,222,68,222,"Doctoral Fellow-Collaborator",2,1,1,1,2,2,2,2
69,136,69,136,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
69,148,69,148,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
69,205,69,205,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
69,234,69,234,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
70,73,70,73,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
70,101,70,101,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
70,102,70,102,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
70,112,70,112,"Faculty-Collaborator",1,0,0,0,1,1,1,1
70,129,70,129,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
70,163,70,163,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
72,81,72,81,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
72,94,72,94,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
72,207,72,207,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
72,219,72,219,"Collaborator-Collaborator",2,0,0,0,1,1,2,2
73,101,73,101,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
73,102,73,102,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
73,112,73,112,"Faculty-Collaborator",1,0,0,0,1,1,1,1
73,129,73,129,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
73,163,73,163,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
75,96,75,96,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
75,149,75,149,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
75,161,75,161,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
75,179,75,179,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
75,218,75,218,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
75,229,75,229,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
76,128,76,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
77,156,77,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
77,195,77,195,"Faculty-Collaborator",1,0,0,0,0,0,1,1
77,216,77,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
78,94,78,94,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
78,153,78,153,"Faculty-Collaborator",1,0,0,0,0,0,1,1
79,144,79,144,"Faculty-Collaborator",1,0,0,1,1,1,1,1
80,134,80,134,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
80,139,80,139,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
80,156,80,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
80,216,80,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
80,224,80,224,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
81,184,81,184,"Faculty-Doctoral Fellow",1,0,0,0,0,0,1,1
81,207,81,207,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
81,219,81,219,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
82,112,82,112,"Faculty-Collaborator",1,0,1,1,1,1,1,1
82,129,82,129,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1
82,223,82,223,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
83,200,83,200,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
84,97,84,97,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
84,172,84,172,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
85,216,85,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
86,194,86,194,"Collaborator-Collaborator",1,1,1,1,1,1,1,1
87,126,87,126,"Faculty-Collaborator",2,0,0,0,2,2,2,2
87,143,87,143,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
87,155,87,155,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
87,208,87,208,"Collaborator-Collaborator",2,0,0,0,2,2,2,2
87,211,87,211,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
87,230,87,230,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1
88,165,88,165,"Faculty-Collaborator",1,0,0,0,0,1,1,1
88,229,88,229,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
89,111,89,111,"Faculty-Affiliate Student",1,0,0,1,1,1,1,1
89,128,89,128,"Faculty-Doctoral Fellow",2,0,0,0,0,1,2,2
89,180,89,180,"Faculty-Collaborator",2,0,0,0,0,1,2,2
89,198,89,198,"Faculty-Collaborator",1,0,0,0,0,0,1,1
89,207,89,207,"Faculty-Collaborator",1,0,0,1,1,1,1,1
90,107,90,107,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
90,110,90,110,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
90,118,90,118,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
90,124,90,124,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
90,166,90,166,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
90,199,90,199,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
90,216,90,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
91,128,91,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
91,156,91,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
91,195,91,195,"Faculty-Collaborator",1,0,0,0,0,1,1,1
91,203,91,203,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
92,129,92,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
92,171,92,171,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
92,188,92,188,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
92,212,92,212,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
92,231,92,231,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
93,99,93,99,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
93,112,93,112,"Faculty-Collaborator",1,0,0,0,0,0,0,1
93,129,93,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
94,120,94,120,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1
94,140,94,140,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1
94,141,94,141,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1
94,147,94,147,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1
94,153,94,153,"Faculty-Doctoral Fellow",2,0,1,1,1,1,2,2
94,202,94,202,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1
94,216,94,216,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1
94,219,94,219,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
94,230,94,230,"Doctoral Fellow-Affiliate Student",1,0,1,1,1,1,1,1
95,195,95,195,"Faculty-Collaborator",1,0,0,0,0,0,1,1
95,203,95,203,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
96,149,96,149,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
96,161,96,161,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
96,179,96,179,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
96,218,96,218,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
96,229,96,229,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
97,168,97,168,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
97,172,97,172,"Doctoral Fellow-Collaborator",2,0,0,1,1,2,2,2
97,201,97,201,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
98,108,98,108,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
98,125,98,125,"Faculty-Collaborator",1,0,0,0,0,1,1,1
99,112,99,112,"Faculty-Collaborator",1,0,0,0,0,0,0,1
99,129,99,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
100,162,100,162,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
100,176,100,176,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
100,193,100,193,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
100,234,100,234,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
101,102,101,102,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
101,112,101,112,"Faculty-Collaborator",1,0,0,0,1,1,1,1
101,129,101,129,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
101,163,101,163,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
102,112,102,112,"Faculty-Collaborator",1,0,0,0,1,1,1,1
102,129,102,129,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
102,163,102,163,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
103,121,103,121,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
103,164,103,164,"Faculty-Collaborator",1,0,0,0,0,0,0,1
103,173,103,173,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
103,215,103,215,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
104,137,104,137,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
104,158,104,158,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
104,164,104,164,"Faculty-Collaborator",1,0,0,1,1,1,1,1
104,183,104,183,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
104,185,104,185,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
104,221,104,221,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
104,228,104,228,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
104,233,104,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
104,235,104,235,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
104,236,104,236,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
105,113,105,113,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
105,161,105,161,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
105,226,105,226,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
105,229,105,229,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
106,152,106,152,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
106,229,106,229,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
106,237,106,237,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
107,110,107,110,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
107,118,107,118,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
107,124,107,124,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
107,166,107,166,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
107,199,107,199,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
107,216,107,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
108,125,108,125,"Faculty-Collaborator",1,0,0,0,0,1,1,1
109,126,109,126,"Faculty-Collaborator",1,0,0,0,1,1,1,1
109,155,109,155,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
109,208,109,208,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
109,211,109,211,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
109,230,109,230,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1
110,118,110,118,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
110,124,110,124,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
110,127,110,127,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
110,133,110,133,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
110,142,110,142,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
110,145,110,145,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
110,166,110,166,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
110,196,110,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
110,199,110,199,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
110,216,110,216,"Doctoral Fellow-Collaborator",2,0,0,1,1,2,2,2
111,207,111,207,"Affiliate Student-Collaborator",1,0,0,1,1,1,1,1
112,129,112,129,"Faculty-Doctoral Fellow",4,0,1,1,3,3,3,4
112,163,112,163,"Faculty-Collaborator",1,0,0,0,1,1,1,1
112,223,112,223,"Faculty-Collaborator",1,0,1,1,1,1,1,1
113,161,113,161,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
113,226,113,226,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
113,229,113,229,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
114,213,114,213,"Collaborator-Collaborator",1,1,1,1,1,1,1,1
114,238,114,238,"Collaborator-Collaborator",1,1,1,1,1,1,1,1
115,119,115,119,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
115,164,115,164,"Faculty-Collaborator",1,0,0,0,0,1,1,1
116,189,116,189,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
116,232,116,232,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
117,164,117,164,"Faculty-Collaborator",1,0,0,0,0,0,1,1
117,170,117,170,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
118,124,118,124,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
118,166,118,166,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
118,199,118,199,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
118,216,118,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
119,164,119,164,"Faculty-Collaborator",1,0,0,0,0,1,1,1
120,140,120,140,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
120,141,120,141,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
120,147,120,147,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
120,153,120,153,"Faculty-Collaborator",1,0,1,1,1,1,1,1
120,202,120,202,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
120,230,120,230,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1
121,164,121,164,"Faculty-Collaborator",2,0,1,1,1,1,1,2
121,173,121,173,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
121,215,121,215,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
122,138,122,138,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
122,159,122,159,"Faculty-Collaborator",1,0,0,0,0,1,1,1
124,166,124,166,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
124,199,124,199,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
124,216,124,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
126,143,126,143,"Faculty-Collaborator",1,0,0,0,1,1,1,1
126,155,126,155,"Faculty-Collaborator",2,0,0,0,2,2,2,2
126,181,126,181,"Faculty-Faculty",1,0,0,0,1,1,1,1
126,182,126,182,"Faculty-Collaborator",1,1,1,1,1,1,1,1
126,208,126,208,"Faculty-Collaborator",3,0,0,0,3,3,3,3
126,211,126,211,"Faculty-Doctoral Fellow",2,0,0,0,2,2,2,2
126,217,126,217,"Faculty-Collaborator",1,1,1,1,1,1,1,1
126,229,126,229,"Faculty-Doctoral Fellow",1,0,0,0,1,1,1,1
126,230,126,230,"Faculty-Affiliate Student",4,1,1,1,4,4,4,4
127,133,127,133,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
127,142,127,142,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
127,145,127,145,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
127,154,127,154,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
127,167,127,167,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
127,196,127,196,"Collaborator-Collaborator",3,0,0,3,3,3,3,3
127,216,127,216,"Doctoral Fellow-Collaborator",3,0,0,3,3,3,3,3
127,225,127,225,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
128,156,128,156,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1
128,180,128,180,"Doctoral Fellow-Collaborator",2,0,0,0,0,1,2,2
128,195,128,195,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1
128,203,128,203,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1
129,163,129,163,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
129,171,129,171,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
129,188,129,188,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
129,212,129,212,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
129,223,129,223,"Doctoral Fellow-Collaborator",1,0,1,1,1,1,1,1
129,231,129,231,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
130,132,130,132,"Affiliate Student-Collaborator",2,0,0,0,1,1,2,2
130,164,130,164,"Faculty-Collaborator",2,0,0,0,1,1,2,2
130,187,130,187,"Collaborator-Collaborator",2,0,0,0,1,1,2,2
131,190,131,190,"Faculty-Collaborator",1,0,0,0,1,1,1,1
132,164,132,164,"Faculty-Affiliate Student",2,0,0,0,1,1,2,2
132,187,132,187,"Affiliate Student-Collaborator",2,0,0,0,1,1,2,2
133,142,133,142,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
133,145,133,145,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
133,196,133,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
133,216,133,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
134,139,134,139,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
134,156,134,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
134,216,134,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
134,224,134,224,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
135,146,135,146,"Faculty-Collaborator",1,0,0,0,0,1,1,1
135,186,135,186,"Faculty-Collaborator",2,0,0,1,1,2,2,2
135,206,135,206,"Faculty-Collaborator",2,0,1,2,2,2,2,2
135,216,135,216,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1
136,148,136,148,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
136,205,136,205,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
136,234,136,234,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
137,158,137,158,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
137,164,137,164,"Faculty-Collaborator",1,0,0,1,1,1,1,1
137,183,137,183,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
137,185,137,185,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
137,221,137,221,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
137,228,137,228,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
137,233,137,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
137,235,137,235,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
137,236,137,236,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
138,159,138,159,"Faculty-Collaborator",1,0,0,0,0,1,1,1
139,156,139,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
139,216,139,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
139,224,139,224,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
140,141,140,141,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
140,147,140,147,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
140,153,140,153,"Faculty-Collaborator",1,0,1,1,1,1,1,1
140,202,140,202,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
140,230,140,230,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1
141,147,141,147,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
141,153,141,153,"Faculty-Collaborator",1,0,1,1,1,1,1,1
141,202,141,202,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
141,230,141,230,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1
142,145,142,145,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
142,196,142,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
142,216,142,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
143,208,143,208,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
143,211,143,211,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
145,196,145,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
145,216,145,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
146,186,146,186,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
146,216,146,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
147,153,147,153,"Faculty-Collaborator",1,0,1,1,1,1,1,1
147,202,147,202,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
147,230,147,230,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1
148,205,148,205,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
148,234,148,234,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
149,161,149,161,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
149,179,149,179,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
149,218,149,218,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
149,229,149,229,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
150,195,150,195,"Faculty-Collaborator",1,0,0,0,1,1,1,1
150,216,150,216,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
151,159,151,159,"Faculty-Collaborator",2,0,0,0,0,0,1,2
151,160,151,160,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
152,229,152,229,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
152,237,152,237,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
153,202,153,202,"Faculty-Collaborator",1,0,1,1,1,1,1,1
153,230,153,230,"Faculty-Affiliate Student",1,0,1,1,1,1,1,1
154,196,154,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
154,216,154,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
154,225,154,225,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
155,208,155,208,"Collaborator-Collaborator",2,0,0,0,2,2,2,2
155,211,155,211,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
155,230,155,230,"Affiliate Student-Collaborator",2,0,0,0,2,2,2,2
156,178,156,178,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
156,195,156,195,"Faculty-Doctoral Fellow",5,0,0,0,1,2,5,5
156,203,156,203,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1
156,216,156,216,"Doctoral Fellow-Doctoral Fellow",4,0,0,0,0,0,3,4
156,224,156,224,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
157,195,157,195,"Faculty-Faculty",1,0,0,1,1,1,1,1
157,216,157,216,"Faculty-Doctoral Fellow",1,0,0,1,1,1,1,1
158,164,158,164,"Faculty-Collaborator",1,0,0,1,1,1,1,1
158,183,158,183,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
158,185,158,185,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
158,221,158,221,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
158,228,158,228,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
158,233,158,233,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
158,235,158,235,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
158,236,158,236,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
159,160,159,160,"Faculty-Doctoral Fellow",1,0,0,0,0,0,1,1
161,179,161,179,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
161,218,161,218,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
161,226,161,226,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
161,229,161,229,"Doctoral Fellow-Collaborator",2,0,0,0,1,2,2,2
162,176,162,176,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
162,193,162,193,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
162,234,162,234,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
164,170,164,170,"Faculty-Collaborator",1,0,0,0,0,0,1,1
164,173,164,173,"Faculty-Collaborator",1,0,0,0,0,0,0,1
164,183,164,183,"Faculty-Collaborator",1,0,0,1,1,1,1,1
164,185,164,185,"Faculty-Collaborator",1,0,0,1,1,1,1,1
164,187,164,187,"Faculty-Collaborator",2,0,0,0,1,1,2,2
164,191,164,191,"Faculty-Collaborator",1,0,0,0,1,1,1,1
164,215,164,215,"Faculty-Collaborator",1,0,0,0,0,0,0,1
164,221,164,221,"Faculty-Collaborator",1,0,0,1,1,1,1,1
164,222,164,222,"Faculty-Doctoral Fellow",2,1,1,1,2,2,2,2
164,227,164,227,"Faculty-Collaborator",1,0,0,1,1,1,1,1
164,228,164,228,"Faculty-Collaborator",1,0,0,1,1,1,1,1
164,233,164,233,"Faculty-Collaborator",1,0,0,1,1,1,1,1
164,235,164,235,"Faculty-Collaborator",1,0,0,1,1,1,1,1
164,236,164,236,"Faculty-Collaborator",1,0,0,1,1,1,1,1
165,229,165,229,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1
166,199,166,199,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
166,216,166,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
167,196,167,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
167,216,167,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
168,172,168,172,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
