"Source","Target","From","To","Group","Weight","Weight_2018","Weight_2019","Weight_2020","Weight_2021","Weight_2022","Weight_2023","Weight_2024"
4,61,4,61,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
4,127,4,127,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
4,154,4,154,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
4,196,4,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
4,216,4,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
4,225,4,225,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
5,75,5,75,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
5,96,5,96,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
5,149,5,149,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
5,161,5,161,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
5,179,5,179,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
5,218,5,218,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
5,229,5,229,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
6,31,6,31,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
6,69,6,69,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
6,136,6,136,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
6,148,6,148,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
6,205,6,205,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
6,234,6,234,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
7,23,7,23,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
7,24,7,24,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
7,29,7,29,"Doctoral Fellow-Collaborator",2,0,0,0,2,2,2,2
7,51,7,51,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
7,79,7,79,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
7,87,7,87,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
7,109,7,109,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
7,126,7,126,"Faculty-Doctoral Fellow",2,0,0,0,2,2,2,2
7,144,7,144,"Faculty-Doctoral Fellow",1,0,0,1,1,1,1,1
7,155,7,155,"Doctoral Fellow-Collaborator",2,0,0,0,2,2,2,2
7,208,7,208,"Doctoral Fellow-Collaborator",2,0,0,0,2,2,2,2
7,211,7,211,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,1,1,1,1
7,230,7,230,"Doctoral Fellow-Affiliate Student",2,0,0,0,2,2,2,2
8,97,8,97,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
8,168,8,168,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
8,172,8,172,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
8,201,8,201,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
9,105,9,105,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
9,113,9,113,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
9,161,9,161,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
9,226,9,226,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
9,229,9,229,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
10,41,10,41,"Affiliate Student-Collaborator",1,0,0,0,0,0,1,1
10,164,10,164,"Faculty-Collaborator",1,0,0,0,0,0,1,1
11,22,11,22,"Faculty-Affiliate Student",2,0,0,0,0,1,2,2
11,49,11,49,"Affiliate Student-Collaborator",1,1,1,1,1,1,1,1
11,86,11,86,"Affiliate Student-Collaborator",1,1,1,1,1,1,1,1
11,194,11,194,"Affiliate Student-Collaborator",1,1,1,1,1,1,1,1
11,204,11,204,"Affiliate Student-Collaborator",1,0,0,0,0,0,1,1
12,55,12,55,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
12,63,12,63,"Faculty-Collaborator",1,0,0,0,0,0,0,1
12,151,12,151,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
12,159,12,159,"Faculty-Collaborator",1,0,0,0,0,0,0,1
13,53,13,53,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
13,116,13,116,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
13,189,13,189,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
13,232,13,232,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
14,89,14,89,"Faculty-Faculty",1,0,0,0,0,0,1,1
14,198,14,198,"Faculty-Collaborator",1,0,0,0,0,0,1,1
15,58,15,58,"Faculty-Affiliate Student",1,0,1,1,1,1,1,1
15,64,15,64,"Faculty-Collaborator",1,0,0,0,0,0,0,1
15,80,15,80,"Faculty-Collaborator",1,0,0,0,0,0,0,1
15,134,15,134,"Faculty-Collaborator",1,0,0,0,0,0,0,1
15,135,15,135,"Faculty-Faculty",3,0,1,2,2,3,3,3
15,139,15,139,"Faculty-Collaborator",1,0,0,0,0,0,0,1
15,146,15,146,"Faculty-Collaborator",1,0,0,0,0,1,1,1
15,156,15,156,"Faculty-Doctoral Fellow",1,0,0,0,0,0,0,1
15,157,15,157,"Faculty-Faculty",1,0,0,1,1,1,1,1
15,186,15,186,"Faculty-Collaborator",2,0,0,1,1,2,2,2
15,195,15,195,"Faculty-Faculty",1,0,0,1,1,1,1,1
15,206,15,206,"Faculty-Collaborator",2,0,1,2,2,2,2,2
15,216,15,216,"Faculty-Doctoral Fellow",3,0,0,1,1,2,2,3
15,224,15,224,"Faculty-Collaborator",1,0,0,0,0,0,0,1
16,18,16,18,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
16,26,16,26,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
16,27,16,27,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
16,44,16,44,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
16,92,16,92,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
16,129,16,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
16,171,16,171,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
16,188,16,188,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
16,212,16,212,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
16,231,16,231,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
17,34,17,34,"Doctoral Fellow-Affiliate Student",1,0,0,1,1,1,1,1
17,89,17,89,"Faculty-Doctoral Fellow",1,0,0,1,1,1,1,1
18,26,18,26,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
18,27,18,27,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
18,44,18,44,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
18,92,18,92,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
18,129,18,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
18,171,18,171,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
18,188,18,188,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
18,212,18,212,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
18,231,18,231,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
19,32,19,32,"Faculty-Collaborator",1,0,0,0,0,0,1,1
19,38,19,38,"Faculty-Collaborator",1,0,0,0,0,1,1,1
19,45,19,45,"Faculty-Collaborator",1,0,0,0,0,1,1,1
19,56,19,56,"Faculty-Collaborator",1,0,0,0,0,1,1,1
19,60,19,60,"Faculty-Collaborator",3,0,0,0,0,1,2,3
19,66,19,66,"Faculty-Collaborator",1,0,0,0,1,1,1,1
19,76,19,76,"Faculty-Collaborator",1,0,0,0,0,0,0,1
19,91,19,91,"Faculty-Collaborator",1,0,0,0,0,1,1,1
19,95,19,95,"Faculty-Collaborator",1,0,0,0,0,0,1,1
19,128,19,128,"Faculty-Doctoral Fellow",2,0,0,0,0,1,1,2
19,156,19,156,"Faculty-Doctoral Fellow",2,0,0,0,1,2,2,2
19,195,19,195,"Faculty-Faculty",3,0,0,0,1,2,3,3
19,203,19,203,"Faculty-Doctoral Fellow",2,0,0,0,0,1,2,2
20,70,20,70,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
20,73,20,73,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
20,101,20,101,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
20,102,20,102,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
20,112,20,112,"Faculty-Collaborator",1,0,0,0,1,1,1,1
20,129,20,129,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
20,163,20,163,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
21,37,21,37,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
21,57,21,57,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
21,59,21,59,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
21,72,21,72,"Collaborator-Collaborator",2,0,0,0,1,1,2,2
21,81,21,81,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
21,94,21,94,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
21,207,21,207,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
21,219,21,219,"Collaborator-Collaborator",2,0,0,0,1,1,2,2
22,41,22,41,"Faculty-Affiliate Student",1,0,0,1,1,1,1,1
22,54,22,54,"Faculty-Doctoral Fellow",1,0,0,0,0,0,1,1
22,164,22,164,"Faculty-Faculty",1,0,0,1,1,1,1,1
22,204,22,204,"Faculty-Collaborator",1,0,0,0,0,0,1,1
22,214,22,214,"Faculty-Collaborator",1,0,0,0,0,0,1,1
22,220,22,220,"Faculty-Collaborator",1,0,0,0,0,0,1,1
22,227,22,227,"Faculty-Collaborator",1,0,0,1,1,1,1,1
23,29,23,29,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
23,51,23,51,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
23,109,23,109,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
23,126,23,126,"Faculty-Collaborator",1,0,0,0,1,1,1,1
23,155,23,155,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
23,208,23,208,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
23,211,23,211,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
23,230,23,230,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1
24,79,24,79,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
24,144,24,144,"Faculty-Collaborator",1,0,0,1,1,1,1,1
25,30,25,30,"Faculty-Collaborator",1,0,1,1,1,1,1,1
25,41,25,41,"Faculty-Affiliate Student",2,0,0,0,1,1,2,2
25,47,25,47,"Faculty-Collaborator",1,0,0,1,1,1,1,1
25,67,25,67,"Faculty-Collaborator",1,0,0,1,1,1,1,1
25,71,25,71,"Faculty-Collaborator",1,0,1,1,1,1,1,1
25,83,25,83,"Faculty-Collaborator",1,0,0,1,1,1,1,1
25,114,25,114,"Faculty-Collaborator",1,1,1,1,1,1,1,1
25,130,25,130,"Faculty-Collaborator",2,0,0,0,1,1,2,2
25,131,25,131,"Faculty-Faculty",2,0,1,1,2,2,2,2
25,132,25,132,"Faculty-Affiliate Student",2,0,0,0,1,1,2,2
25,164,25,164,"Faculty-Faculty",2,0,0,0,1,1,2,2
25,169,25,169,"Faculty-Collaborator",1,1,1,1,1,1,1,1
25,177,25,177,"Faculty-Collaborator",1,0,0,0,1,1,1,1
25,187,25,187,"Faculty-Collaborator",2,0,0,0,1,1,2,2
25,190,25,190,"Faculty-Collaborator",1,0,0,0,1,1,1,1
25,197,25,197,"Faculty-Collaborator",1,1,1,1,1,1,1,1
25,200,25,200,"Faculty-Collaborator",1,0,0,1,1,1,1,1
25,209,25,209,"Faculty-Collaborator",1,0,0,0,1,1,1,1
25,210,25,210,"Faculty-Collaborator",1,1,1,1,1,1,1,1
25,213,25,213,"Faculty-Collaborator",1,1,1,1,1,1,1,1
25,238,25,238,"Faculty-Collaborator",1,1,1,1,1,1,1,1
26,27,26,27,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
26,44,26,44,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
26,92,26,92,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
26,129,26,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
26,171,26,171,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
26,188,26,188,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
26,212,26,212,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
26,231,26,231,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
27,44,27,44,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
27,92,27,92,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
27,129,27,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
27,171,27,171,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
27,188,27,188,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
27,212,27,212,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
27,231,27,231,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
28,93,28,93,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
28,99,28,99,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
28,112,28,112,"Faculty-Collaborator",1,0,0,0,0,0,0,1
28,129,28,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
29,51,29,51,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
29,87,29,87,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
29,109,29,109,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
29,126,29,126,"Faculty-Collaborator",2,0,0,0,2,2,2,2
29,155,29,155,"Collaborator-Collaborator",2,0,0,0,2,2,2,2
29,208,29,208,"Collaborator-Collaborator",2,0,0,0,2,2,2,2
29,211,29,211,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
29,230,29,230,"Affiliate Student-Collaborator",2,0,0,0,2,2,2,2
30,71,30,71,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
31,69,31,69,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
31,136,31,136,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
31,148,31,148,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
31,205,31,205,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
31,234,31,234,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
32,60,32,60,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
32,95,32,95,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
32,195,32,195,"Faculty-Collaborator",1,0,0,0,0,0,1,1
32,203,32,203,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
33,41,33,41,"Affiliate Student-Collaborator",1,0,0,0,0,0,0,1
33,103,33,103,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
33,121,33,121,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
33,164,33,164,"Faculty-Collaborator",1,0,0,0,0,0,0,1
33,173,33,173,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
33,215,33,215,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
34,89,34,89,"Faculty-Affiliate Student",2,0,0,2,2,2,2,2
35,127,35,127,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
35,167,35,167,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
35,196,35,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
35,216,35,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
36,62,36,62,"Faculty-Collaborator",1,0,0,0,0,1,1,1
36,122,36,122,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
36,138,36,138,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
36,159,36,159,"Faculty-Collaborator",1,0,0,0,0,1,1,1
37,57,37,57,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
37,72,37,72,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
37,94,37,94,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
37,219,37,219,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
38,45,38,45,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
38,56,38,56,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
38,60,38,60,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
38,91,38,91,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
38,128,38,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
38,156,38,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
38,195,38,195,"Faculty-Collaborator",1,0,0,0,0,1,1,1
38,203,38,203,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
39,62,39,62,"Faculty-Collaborator",1,1,1,1,1,1,1,1
39,126,39,126,"Faculty-Collaborator",1,1,1,1,1,1,1,1
39,182,39,182,"Collaborator-Collaborator",1,1,1,1,1,1,1,1
39,217,39,217,"Collaborator-Collaborator",1,1,1,1,1,1,1,1
39,230,39,230,"Affiliate Student-Collaborator",1,1,1,1,1,1,1,1
40,53,40,53,"Doctoral Fellow-Collaborator",1,1,1,1,1,1,1,1
40,192,40,192,"Collaborator-Collaborator",1,1,1,1,1,1,1,1
41,48,41,48,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1
41,68,41,68,"Affiliate Student-Collaborator",2,1,1,1,2,2,2,2
41,103,41,103,"Affiliate Student-Collaborator",1,0,0,0,0,0,0,1
41,121,41,121,"Affiliate Student-Collaborator",2,0,1,1,1,1,1,2
41,130,41,130,"Affiliate Student-Collaborator",2,0,0,0,1,1,2,2
41,132,41,132,"Affiliate Student-Affiliate Student",2,0,0,0,1,1,2,2
41,164,41,164,"Faculty-Affiliate Student",9,1,2,3,6,6,8,9
41,173,41,173,"Affiliate Student-Collaborator",1,0,0,0,0,0,0,1
41,187,41,187,"Affiliate Student-Collaborator",2,0,0,0,1,1,2,2
41,191,41,191,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1
41,215,41,215,"Affiliate Student-Collaborator",1,0,0,0,0,0,0,1
41,222,41,222,"Doctoral Fellow-Affiliate Student",2,1,1,1,2,2,2,2
41,227,41,227,"Affiliate Student-Collaborator",1,0,0,1,1,1,1,1
42,117,42,117,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
42,164,42,164,"Faculty-Collaborator",1,0,0,0,0,0,1,1
42,170,42,170,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
43,61,43,61,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
43,127,43,127,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
43,154,43,154,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
43,196,43,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
43,216,43,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
43,225,43,225,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
44,92,44,92,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
44,129,44,129,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,0,1
44,171,44,171,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
44,188,44,188,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
44,212,44,212,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
44,231,44,231,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
45,56,45,56,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
45,60,45,60,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
45,91,45,91,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
45,128,45,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
45,156,45,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
45,195,45,195,"Faculty-Collaborator",1,0,0,0,0,1,1,1
45,203,45,203,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
46,174,46,174,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
46,175,46,175,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
46,195,46,195,"Faculty-Collaborator",1,0,0,0,0,0,1,1
46,216,46,216,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
47,67,47,67,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
47,83,47,83,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
47,200,47,200,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
48,121,48,121,"Collaborator-Collaborator",1,0,1,1,1,1,1,1
48,164,48,164,"Faculty-Collaborator",1,0,1,1,1,1,1,1
49,86,49,86,"Collaborator-Collaborator",1,1,1,1,1,1,1,1
49,194,49,194,"Collaborator-Collaborator",1,1,1,1,1,1,1,1
50,150,50,150,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
50,195,50,195,"Faculty-Collaborator",1,0,0,0,1,1,1,1
50,216,50,216,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
51,109,51,109,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
51,126,51,126,"Faculty-Collaborator",1,0,0,0,1,1,1,1
51,155,51,155,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
51,208,51,208,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
51,211,51,211,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
51,230,51,230,"Affiliate Student-Collaborator",1,0,0,0,1,1,1,1
52,112,52,112,"Faculty-Collaborator",1,0,0,0,1,1,1,1
52,129,52,129,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
53,88,53,88,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
53,116,53,116,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
53,165,53,165,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1
53,189,53,189,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
53,192,53,192,"Doctoral Fellow-Collaborator",1,1,1,1,1,1,1,1
53,229,53,229,"Doctoral Fellow-Doctoral Fellow",1,0,0,0,0,1,1,1
53,232,53,232,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
54,74,54,74,"Faculty-Doctoral Fellow",1,0,0,0,0,1,1,1
54,214,54,214,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
54,220,54,220,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
55,63,55,63,"Faculty-Collaborator",1,0,0,0,0,0,0,1
55,151,55,151,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
55,159,55,159,"Faculty-Collaborator",1,0,0,0,0,0,0,1
56,60,56,60,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
56,91,56,91,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
56,128,56,128,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
56,156,56,156,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
56,195,56,195,"Faculty-Collaborator",1,0,0,0,0,1,1,1
56,203,56,203,"Doctoral Fellow-Collaborator",1,0,0,0,0,1,1,1
57,72,57,72,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
57,94,57,94,"Doctoral Fellow-Collaborator",1,0,0,0,0,0,1,1
57,219,57,219,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
58,135,58,135,"Faculty-Affiliate Student",1,0,1,1,1,1,1,1
58,206,58,206,"Affiliate Student-Collaborator",1,0,1,1,1,1,1,1
59,72,59,72,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
59,81,59,81,"Doctoral Fellow-Collaborator",1,0,0,0,1,1,1,1
59,207,59,207,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
59,219,59,219,"Collaborator-Collaborator",1,0,0,0,1,1,1,1
60,76,60,76,"Collaborator-Collaborator",1,0,0,0,0,0,0,1
60,77,60,77,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
60,91,60,91,"Collaborator-Collaborator",1,0,0,0,0,1,1,1
60,95,60,95,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
60,128,60,128,"Doctoral Fellow-Collaborator",2,0,0,0,0,1,1,2
60,156,60,156,"Doctoral Fellow-Collaborator",4,0,0,0,0,1,4,4
60,178,60,178,"Collaborator-Collaborator",1,0,0,0,0,0,1,1
60,195,60,195,"Faculty-Collaborator",5,0,0,0,0,1,5,5
60,203,60,203,"Doctoral Fellow-Collaborator",2,0,0,0,0,1,2,2
60,216,60,216,"Doctoral Fellow-Collaborator",3,0,0,0,0,0,3,3
61,127,61,127,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
61,154,61,154,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
61,196,61,196,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
61,216,61,216,"Doctoral Fellow-Collaborator",1,0,0,1,1,1,1,1
61,225,61,225,"Collaborator-Collaborator",1,0,0,1,1,1,1,1
62,87,62,87,"Faculty-Collaborator",1,0,0,0,1,1,1,1
62,122,62,122,"Faculty-Collaborator",1,0,0,0,0,1,1,1
62,126,62,126,"Faculty-Faculty",2,1,1,1,2,2,2,2
62,138,62,138,"Faculty-Collaborator",1,0,0,0,0,1,1,1
